speakerGender,object,workerid,utterance,slide_number_in_experiment,Word,content,speakerName,response,exp,rt,Answer.time_in_minutes
F,,151,Is Manuel surprised that Danielle painted her room?,14,surprise,Danielle painted her room,Sandra,0.9,stim,5096,4.5442833333333335
F,,151,Did Kathleen love that Lucas bought new shoes?,15,love,Lucas bought new shoes,Elizabeth,0.71,stim,3522,4.5442833333333335
F,,151,Did Kevin joke that Molly attended a conference last week?,16,joke,Molly attended a conference last week,Karen,0.75,stim,6445,4.5442833333333335
M,,151,Is Zack coming to the meeting tomorrow?,17,,Zack is coming to the meeting tomorrow,James,0,control,5667,4.5442833333333335
F,,151,Did Shirley scream that Allen went to the museum?,18,scream,Allen went to the museum,Margaret,0.58,stim,5841,4.5442833333333335
F,,151,Is Laura insulted that Louis went swimming?,19,insult,Louis went swimming,Jennifer,0.92,stim,3514,4.5442833333333335
M,,151,Did Todd play football in high school?,20,,Todd played football in high school,Paul,0,control,2840,4.5442833333333335
F,,151,Did Justin simulate that Sophia got a tattoo?,21,simulate,Sophia got a tattoo,Carol,0.55,stim,7693,4.5442833333333335
M,,151,Did Brian envision that Olivia left her job?,22,envision,Olivia left her job,William,0.16,stim,4206,4.5442833333333335
F,,151,Did Noah murmur that Mary planted a tree?,23,murmur,Mary planted a tree,Betty,0.6,stim,5639,4.5442833333333335
F,,151,Is Cynthia tortured that Danny ate the last cupcake?,24,torture,Danny ate the last cupcake,Jessica,0.91,stim,5070,4.5442833333333335
F,,151,Did Amanda expose that Jayden rented a car?,25,expose,Jayden rented a car,Michelle,0.96,stim,3669,4.5442833333333335
F,,151,Did Catherine express that Dylan argued with his parents?,26,express,Dylan argued with his parents,Linda,0.66,stim,4185,4.5442833333333335
M,,151,Did Stephanie argue that Owen shoveled snow last winter?,27,argue,Owen shoveled snow last winter,Richard,0.25,stim,5653,4.5442833333333335
M,,151,Is Nicole amused that Josh learned to ride a bike yesterday?,28,amuse,Josh learned to ride a bike yesterday,Steven,0.91,stim,10076,4.5442833333333335
M,,151,Is Andrew distressed that Emily bought a car yesterday?,29,distress,Emily bought a car yesterday,Mark,0.91,stim,4656,4.5442833333333335
F,,151,Did Brenda elaborate that Connor fell from a tree?,30,elaborate,Connor fell from a tree,Dorothy,0.58,stim,8995,4.5442833333333335
M,,151,Was Hendrick's car expensive?,31,,Hendrick's car was expensive,Thomas,0,control,3621,4.5442833333333335
F,,151,Did Anna gossip that Jon went out for dinner?,32,gossip,Jon went out for dinner,Susan,0.5,stim,4183,4.5442833333333335
M,,151,Did Eli feel that Natasha got a promotion?,33,feel,Natasha got a promotion,Robert,0.39,stim,4055,4.5442833333333335
F,,151,Did Bobby ignore that Zoe calculated the tip?,34,ignore,Zoe calculated the tip,Donna,0.95,stim,3359,4.5442833333333335
M,,151,Is Amy embarrassed that Charley spilled the wine?,35,embarrass,Charley spilled the wine,Kenneth,0.93,stim,3572,4.5442833333333335
,Jessica,152,bot_check,1,,,,Jessica,,0,3.2176
M,,152,Is Ben charmed that Emilia looked after the kids?,3,charm,Emilia looked after the kids,Paul,0.8,stim,10050,3.2176
M,,152,Is Eli shocked that Josie went on vacation to France?,4,shock,Josie went on vacation to France,Kenneth,0.38,stim,6783,3.2176
M,,152,Did Kathleen fantasize that Tony had a drink last night?,5,fantasize,Tony had a drink last night,William,0.76,stim,1417,3.2176
M,,152,Did Jerry ignore that Hannah called her parents?,6,ignore,Hannah called her parents,Steven,0.23,stim,5782,3.2176
F,,152,Did Brian compute that Mia drank 2 cocktails last night?,7,compute,Mia drank 2 cocktails last night,Ashley,0.23,stim,10561,3.2176
M,,152,Is Bobby amused that Molly attended a conference last week?,8,amuse,Molly attended a conference last week,David,0.65,stim,3110,3.2176
F,,152,Did Colby joke that Emma studied on Saturday morning?,9,joke,Emma studied on Saturday morning,Betty,0.34,stim,1929,3.2176
F,,152,Is Brenda distressed that Louis went swimming?,10,distress,Louis went swimming,Nancy,0.24,stim,4550,3.2176
F,,152,Is Melissa promised that Connor fell from a tree?,11,promise,Connor fell from a tree,Sarah,0.55,stim,3289,3.2176
M,,152,Did Madison have a baby?,12,,Madison had a baby,Mark,0.33,control,1144,3.2176
M,,152,Did Kevin celebrate that Emily bought a car yesterday?,13,celebrate,Emily bought a car yesterday,Christopher,0.72,stim,911,3.2176
F,,152,Did Noah simulate that Isabella ate a steak on Sunday?,14,simulate,Isabella ate a steak on Sunday,Kimberly,0.31,stim,2414,3.2176
F,,152,Is Patrick pained that Grace visited her sister?,15,pain,Grace visited her sister,Jessica,0.96,stim,2866,3.2176
M,,152,Was Hendrick's car expensive?,16,,Hendrick's car was expensive,George,0.83,control,2135,3.2176
F,,152,Is Nicole troubled that Dylan argued with his parents?,17,trouble,Dylan argued with his parents,Donna,0.71,stim,3679,3.2176
F,,152,Did Dennis tweet that Olivia left her job?,18,tweet,Olivia left her job,Sandra,0.51,stim,1977,3.2176
F,,152,Is Francisco embarrassed that Natasha got a promotion?,19,embarrass,Natasha got a promotion,Michelle,0.06,stim,6247,3.2176
F,,152,Is Amanda tortured that Jon went out for dinner?,20,torture,Jon went out for dinner,Elizabeth,0.74,stim,2062,3.2176
F,,152,Is Alan alarmed that Audrey went to a party?,21,alarm,Audrey went to a party,Lisa,0.24,stim,1072,3.2176
M,,152,Did Amy testify that Frank got a cat?,22,testify,Frank got a cat,Richard,0.77,stim,1704,3.2176
F,,152,Did Todd play football in high school?,23,,Todd played football in high school,Carol,0.83,control,5654,3.2176
F,,152,Did Regina pray that Danny ate the last cupcake?,24,pray,Danny ate the last cupcake,Dorothy,0.89,stim,3242,3.2176
F,,152,Did Catherine think that Lucas bought new shoes?,25,think,Lucas bought new shoes,Karen,0.26,stim,4894,3.2176
M,,152,Is Scott surprised that Danielle painted her room?,26,surprise,Danielle painted her room,Logan,0.74,stim,1546,3.2176
F,,152,Is Vanessa good at math?,27,,Vanessa is good at math,Linda,0.3,control,1366,3.2176
M,,152,Is Zack coming to the meeting tomorrow?,28,,Zack is coming to the meeting tomorrow,James,0.79,control,1792,3.2176
F,,152,Is Mary's aunt sick?,29,,Mary's aunt is sick,Margaret,0.86,control,8304,3.2176
M,,152,Is Anna irritated that Jason made a cake?,30,irritate,Jason made a cake,Robert,0.73,stim,1033,3.2176
M,,152,Did Stephanie express that Owen shoveled snow last winter?,31,express,Owen shoveled snow last winter,Thomas,0.37,stim,1447,3.2176
F,,152,Did Sharon squeal that Charley spilled the wine?,32,squeal,Charley spilled the wine,Helen,0.77,stim,1477,3.2176
F,,152,Did Cynthia weep that Josh learned to ride a bike yesterday?,33,weep,Josh learned to ride a bike yesterday,Susan,0.75,stim,2611,3.2176
M,,152,Did Shirley argue that Jackson ran 10 miles?,34,argue,Jackson ran 10 miles,Matthew,0.53,stim,759,3.2176
F,,152,Did Tim suppose that Sophia got a tattoo?,35,suppose,Sophia got a tattoo,Jennifer,0.78,stim,2399,3.2176
,Linda,153,bot_check,1,,,,Linda,,0,4.758183333333333
M,,153,Did Amy bet that Fred missed the train?,3,bet,Fred missed the train,James,0,stim,9169,4.758183333333333
M,,153,Is Vanessa good at math?,4,,Vanessa is good at math,Kenneth,0,control,7731,4.758183333333333
F,,153,Is Alan insulted that Audrey went to a party?,5,insult,Audrey went to a party,Sandra,1,stim,10256,4.758183333333333
M,,153,Did Francisco pray that Grace visited her sister?,6,pray,Grace visited her sister,Christopher,0,stim,44556,4.758183333333333
F,,153,Did Kevin argue that Molly attended a conference last week?,7,argue,Molly attended a conference last week,Susan,1,stim,10301,4.758183333333333
F,,153,Is Zack coming to the meeting tomorrow?,8,,Zack is coming to the meeting tomorrow,Karen,0,control,5265,4.758183333333333
F,,153,Is Eli thrilled that Emma studied on Saturday morning?,9,thrill,Emma studied on Saturday morning,Betty,1,stim,5634,4.758183333333333
M,,153,Did Colby fantasize that Mary planted a tree?,10,fantasize,Mary planted a tree,Logan,0.01,stim,8183,4.758183333333333
F,,153,Did Jerry testify that Mia drank 2 cocktails last night?,11,testify,Mia drank 2 cocktails last night,Donna,1,stim,10607,4.758183333333333
M,,153,Did Regina tweet that Danny ate the last cupcake?,12,tweet,Danny ate the last cupcake,Paul,1,stim,5603,4.758183333333333
F,,153,Did Shirley celebrate that Jayden rented a car?,13,celebrate,Jayden rented a car,Jessica,1,stim,5830,4.758183333333333
M,,153,Is Manuel offended that Zoe calculated the tip?,14,offend,Zoe calculated the tip,Mark,1,stim,6437,4.758183333333333
F,,153,Is Sharon amused that Tony had a drink last night?,15,amuse,Tony had a drink last night,Lisa,1,stim,14270,4.758183333333333
F,,153,Is Mary's aunt sick?,16,,Mary's aunt is sick,Michelle,0.02,control,5006,4.758183333333333
F,,153,Is Kathleen surprised that Frank got a cat?,17,surprise,Frank got a cat,Dorothy,1,stim,4266,4.758183333333333
F,,153,Is Tim aggravated that Valerie booked the venue?,18,aggravate,Valerie booked the venue,Carol,1,stim,4949,4.758183333333333
M,,153,Did Bobby gossip that Courtney woke up early yesterday?,19,gossip,Courtney woke up early yesterday,Robert,1,stim,9924,4.758183333333333
M,,153,Did Justin shout that Sophia got a tattoo?,20,shout,Sophia got a tattoo,David,1,stim,9987,4.758183333333333
M,,153,Is Dennis alarmed that Natasha got a promotion?,21,alarm,Natasha got a promotion,Steven,1,stim,4486,4.758183333333333
F,,153,Did Ruth whine that Josh learned to ride a bike yesterday?,22,whine,Josh learned to ride a bike yesterday,Jennifer,1,stim,4541,4.758183333333333
F,,153,Did Andrew envision that Emily bought a car yesterday?,23,envision,Emily bought a car yesterday,Helen,0,stim,11589,4.758183333333333
M,,153,Did Madison have a baby?,24,,Madison had a baby,Richard,0,control,3967,4.758183333333333
F,,153,Did Todd play football in high school?,25,,Todd played football in high school,Sarah,0,control,3504,4.758183333333333
F,,153,Did Noah dictate that Josie went on vacation to France?,26,dictate,Josie went on vacation to France,Margaret,0,stim,7183,4.758183333333333
F,,153,Did Patrick resent that Isabella ate a steak on Sunday?,27,resent,Isabella ate a steak on Sunday,Linda,1,stim,3613,4.758183333333333
M,,153,Did Cynthia squeal that Jon went out for dinner?,28,squeal,Jon went out for dinner,William,1,stim,2970,4.758183333333333
F,,153,Is Stephanie irritated that Julian cleaned his room?,29,irritate,Julian cleaned his room,Ashley,1,stim,3684,4.758183333333333
M,,153,Did Laura express that Charley spilled the wine?,30,express,Charley spilled the wine,George,0,stim,11210,4.758183333333333
M,,153,Did Catherine retract that Cole celebrated his friend's birthday?,31,retract,Cole celebrated his friend's birthday,Matthew,1,stim,4228,4.758183333333333
F,,153,Did Brenda feel that Louis went swimming?,32,feel,Louis went swimming,Kimberly,1,stim,5569,4.758183333333333
F,,153,Was Hendrick's car expensive?,33,,Hendrick's car was expensive,Elizabeth,0,control,4730,4.758183333333333
M,,153,Is Heather troubled that Owen shoveled snow last winter?,34,trouble,Owen shoveled snow last winter,Thomas,1,stim,8288,4.758183333333333
F,,153,Did Ben elaborate that Danielle painted her room?,35,elaborate,Danielle painted her room,Nancy,0,stim,3536,4.758183333333333
,Margaret,154,bot_check,1,,,,Margaret,,0,2.176
F,,154,Did Regina gossip that Charley spilled the wine?,3,gossip,Charley spilled the wine,Donna,0.69,stim,4244,2.176
F,,154,Did Patrick tweet that Natasha got a promotion?,4,tweet,Natasha got a promotion,Linda,0.79,stim,3412,2.176
M,,154,Is Andrew aggravated that Sophia got a tattoo?,5,aggravate,Sophia got a tattoo,James,0.98,stim,2588,2.176
M,,154,Is Scott excited that Mia drank 2 cocktails last night?,6,excite,Mia drank 2 cocktails last night,Christopher,0.83,stim,2809,2.176
F,,154,Did Tim compute that Grace visited her sister?,7,compute,Grace visited her sister,Lisa,0.68,stim,2978,2.176
F,,154,Did Jerry retract that Josie went on vacation to France?,8,retract,Josie went on vacation to France,Helen,0.5,stim,2821,2.176
M,,154,Did Madison have a baby?,9,,Madison had a baby,Mark,0,control,2085,2.176
F,,154,Is Bobby surprised that Danielle painted her room?,10,surprise,Danielle painted her room,Michelle,0.68,stim,2553,2.176
M,,154,Did Justin squeal that Zoe calculated the tip?,11,squeal,Zoe calculated the tip,George,0.8,stim,1768,2.176
F,,154,Did Manuel elaborate that Mary planted a tree?,12,elaborate,Mary planted a tree,Karen,0.75,stim,1619,2.176
M,,154,Is Ben offended that Emilia looked after the kids?,13,offend,Emilia looked after the kids,Thomas,0.82,stim,1564,2.176
F,,154,Did Stephanie shout that Jon went out for dinner?,14,shout,Jon went out for dinner,Dorothy,0.73,stim,1560,2.176
M,,154,Is Shirley disgusted that Allen went to the museum?,15,disgust,Allen went to the museum,Logan,0.83,stim,4735,2.176
M,,154,Is Kathleen shocked that Lucas bought new shoes?,16,shock,Lucas bought new shoes,Steven,0.83,stim,3345,2.176
M,,154,Is Eli amused that Emma studied on Saturday morning?,17,amuse,Emma studied on Saturday morning,Matthew,0.67,stim,1881,2.176
F,,154,Did Catherine fantasize that Fred missed the train?,18,fantasize,Fred missed the train,Susan,0.48,stim,2673,2.176
F,,154,Is Anna troubled that Jayden rented a car?,19,trouble,Jayden rented a car,Sarah,0.75,stim,3007,2.176
F,,154,Did Brenda argue that Jason made a cake?,20,argue,Jason made a cake,Betty,0.68,stim,1805,2.176
M,,154,Is Mary's aunt sick?,21,,Mary's aunt is sick,Paul,0,control,1807,2.176
F,,154,Did Amy resent that Julian cleaned his room?,22,resent,Julian cleaned his room,Nancy,0.65,stim,2174,2.176
M,,154,Was Hendrick's car expensive?,23,,Hendrick's car was expensive,Kenneth,0,control,41279,2.176
M,,154,Did Ruth feel that Louis went swimming?,24,feel,Louis went swimming,David,0.66,stim,1760,2.176
F,,154,Is Cynthia fascinated that Danny ate the last cupcake?,25,facinate,Danny ate the last cupcake,Elizabeth,0.8,stim,1672,2.176
F,,154,Is Vanessa good at math?,26,,Vanessa is good at math,Carol,0.02,control,2040,2.176
F,,154,Did Laura simulate that Josh learned to ride a bike yesterday?,27,simulate,Josh learned to ride a bike yesterday,Jennifer,0.8,stim,1751,2.176
F,,154,Did Rebecca anticipate that Frank got a cat?,28,anticipate,Frank got a cat,Jessica,0.62,stim,1656,2.176
F,,154,Did Brian verify that Audrey went to a party?,29,verify,Audrey went to a party,Ashley,0.72,stim,1296,2.176
M,,154,Did Kaitlin ignore that Owen shoveled snow last winter?,30,ignore,Owen shoveled snow last winter,Richard,0.57,stim,1288,2.176
F,,154,Did Ray pray that Isabella ate a steak on Sunday?,31,pray,Isabella ate a steak on Sunday,Margaret,0.6,stim,1707,2.176
F,,154,Did Colby write that Hannah called her parents?,32,write,Hannah called her parents,Kimberly,0.82,stim,1575,2.176
F,,154,Is Francisco pained that Courtney woke up early yesterday?,33,pain,Courtney woke up early yesterday,Sandra,0.69,stim,4277,2.176
M,,154,Did Todd play football in high school?,34,,Todd played football in high school,William,0.02,control,1901,2.176
M,,154,Is Zack coming to the meeting tomorrow?,35,,Zack is coming to the meeting tomorrow,Robert,0.11,control,2281,2.176
,Barbara,155,bot_check,1,,,,Barbara,,0,7.546683333333333
F,,155,Is Amanda aggravated that Louis went swimming?,3,aggravate,Louis went swimming,Jennifer,0.13,stim,86982,7.546683333333333
F,,155,Is Ray fascinated that Josie went on vacation to France?,4,facinate,Josie went on vacation to France,Sandra,0.03,stim,35012,7.546683333333333
F,,155,Did Scott compute that Mary planted a tree?,5,compute,Mary planted a tree,Karen,1,stim,3167,7.546683333333333
F,,155,Is Kevin troubled that Olivia left her job?,6,trouble,Olivia left her job,Sarah,0.22,stim,2295,7.546683333333333
M,,155,Is Zack coming to the meeting tomorrow?,7,,Zack is coming to the meeting tomorrow,Paul,0.76,control,2454,7.546683333333333
M,,155,Is Kathleen amused that Frank got a cat?,8,amuse,Frank got a cat,Thomas,0.8,stim,1266,7.546683333333333
F,,155,Did Eli weep that Emma studied on Saturday morning?,9,weep,Emma studied on Saturday morning,Susan,0.79,stim,2294,7.546683333333333
F,,155,Did Colby resent that Mia drank 2 cocktails last night?,10,resent,Mia drank 2 cocktails last night,Carol,0.17,stim,2039,7.546683333333333
F,,155,Is Andrew alarmed that Audrey went to a party?,11,alarm,Audrey went to a party,Betty,0.63,stim,2511,7.546683333333333
